"","","","","","","","","","","","","","","","","","","","","","","","","",""
"4/20/2013","7.9818","1027.7000","9.6251","917.2600","1.6775","203.5915","22.7038","32.5100","13.0800","15.3694","29.0100","7.8300","1.8347","5.4880","0.2000","0.0000","0.0000","0.0000","81.1479","132.0493","24.3021","179.9334","359.7064","0.0354","|"
"4/21/2013","7.9429","1019.7000","9.3548","907.6500","1.8020","237.4188","25.3479","36.1300","13.1200","14.0999","34.1200","6.7100","1.4137","5.0500","0.2000","0.0000","0.0000","0.0000","80.8967","131.7058","23.9637","179.9833","359.7732","0.1001","|"
"4/22/2013","7.8732","1006.7000","9.4240","893.4600","1.6419","202.2505","28.4990","37.1000","17.4400","12.5827","29.5900","7.2800","2.1358","9.3300","0.2000","0.0000","0.0000","0.0000","80.6486","131.3657","23.6286","180.0314","359.8368","0.1615","|"
"4/23/2013","8.4103","1072.0000","9.4442","953.7100","2.1675","312.2630","20.5022","27.7600","15.7900","11.9190","17.9700","7.0700","3.1102","8.1900","0.2000","0.0000","0.0000","0.0000","80.4033","131.0292","23.2970","180.0776","359.8970","0.2198","|"
"4/24/2013","7.4303","1092.8000","7.3563","938.5800","2.4550","405.0966","21.2222","30.2300","11.7600","10.3224","19.2100","5.3340","1.5692","5.6380","0.2000","0.0000","0.0000","0.0000","80.1612","130.6963","22.9687","180.1219","359.9541","0.2748","|"
"4/25/2013","7.9594","1032.5000","8.7245","910.1100","1.9151","230.9186","24.1560","33.9600","13.1800","12.1096","26.4000","6.2850","1.4348","4.7620","0.2000","0.0000","0.0000","0.0000","79.9213","130.3672","22.6439","179.9142","359.6891","0.0078","|"
"4/26/2013","8.1013","1035.8000","9.5179","912.8500","1.7387","201.9903","25.5375","34.8500","15.3300","16.1400","55.6900","6.0440","1.5505","5.1370","0.2000","0.0000","0.0000","0.0000","79.6848","130.0418","22.3230","179.9545","359.7415","0.0583","|"
"4/27/2013","8.1420","1032.1000","9.2615","902.8300","1.9247","238.6681","27.2393","37.5200","16.2900","11.8616","27.8800","5.7290","1.3598","5.0000","0.2000","0.0000","0.0000","0.0000","79.4514","129.7204","22.0058","179.9926","359.7906","0.1055","|"
"4/28/2013","8.0874","1024.0000","9.1194","901.2500","1.9566","257.6833","29.3300","40.2300","16.8300","11.3470","31.8300","5.3500","1.3777","6.0130","0.2000","0.0000","0.0000","0.0000","79.2210","129.4030","21.6925","180.0286","359.8363","0.1494","|"
"4/29/2013","8.0759","1014.7000","9.5044","884.2500","1.7021","205.0497","31.6747","40.1600","21.7100","10.2492","25.1100","5.7790","2.3039","7.0400","0.2000","0.0000","0.0000","0.0000","78.9938","129.0897","21.3832","180.0623","359.8787","0.1900","|"
"4/30/2013","7.3813","1069.4000","6.4258","857.4000","2.9550","504.5765","31.3775","37.4200","25.8700","12.3950","17.6000","7.6500","3.7209","8.8500","0.5380","0.0000","0.0000","0.0000","78.7703","128.7805","21.0778","180.0938","359.9178","0.2273","|"
"5/1/2013","8.6209","1087.9000","10.0406","956.2000","1.8304","203.8069","23.7654","29.8200","17.6700","7.0262","13.5400","3.9210","4.6662","9.2600","1.6000","0.0000","0.0000","0.0000","78.5496","128.4756","20.7764","180.1229","359.9536","0.2613","|"
"5/2/2013","8.7188","1083.9000","10.7693","968.5000","1.5843","186.9818","21.7304","29.4700","16.1600","9.4324","20.8400","5.6150","3.1524","7.6600","0.2000","0.0000","0.0000","0.0000","78.3323","128.1751","20.4792","180.1497","359.9861","0.2921","|"
